player_name,salary,position,team,game,slate_type,player_image,player_id,draftable_id,game_start,updated_at
CharMar Brown,7400,RB,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1454352,44009824,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Isaac Brown,7400,RB,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1508041,44025875,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Keyjuan Brown,7400,RB,UL,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1451095,44027301,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Adjatay Dabbs,7400,WR,TOL,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1460868,44009682,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
Omar Mabson II,7400,RB,AUB,BAY @ AUB,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1595151,44024991,09/05/2026 03:30 PM,2026-09-04T16:50:48Z
Michael Hawkins Jr.,7300,QB,WVU,C-C @ WVU,Night,https://dkn.gs/sports/images/cfb/teams/50/7749.png,1506192,43974238,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Daniel Hill,7300,RB,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1506064,43974486,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Cam Coleman,7300,WR,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1506067,43974972,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Alessio Milivojevic,7300,QB,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1508498,44006413,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
King Miller,7300,RB,USC,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8080.png,1538980,44006488,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Deuce Knight,7300,QB,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1581937,44024213,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jaron-Keawe Sagapolutele,7300,QB,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1582964,44019115,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Deuce Knight,7300,QB,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1581937,44025963,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Tristan Ti'a,7200,QB,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1601221,43974240,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Ryan Coleman-Williams,7200,WR,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1520175,43974975,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Malachi Toney,7200,WR,MIA,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1583067,44006671,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Tommy Carr,7200,QB,MICH,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/7841.png,1649813,44017787,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Aneyas Williams,7200,RB,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521387,44024271,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Aneyas Williams,7200,RB,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521387,44025934,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Bryant Wesco Jr.,7200,WR,CLEM,CLEM @ LSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1507784,44025445,09/05/2026 07:30 PM,2026-09-04T16:50:47Z
Braydon Bennett,7200,RB,EMU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7997.png,1227476,44009107,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Corey Smith,7200,RB,TOL,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1514229,44009683,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
Chase Hendricks,7200,WR,CAL,UCLA @ CAL,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1451430,44025603,09/05/2026 10:30 PM,2026-09-04T16:50:48Z
Julian Dugger,7200,QB,WSU,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1508244,44027159,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Yamir Knight,7200,WR,SMU,SMU @ FSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8233.png,1453683,44027601,09/07/2026 07:30 PM,2026-09-04T16:50:49Z
Hollywood Smothers,7100,RB,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1443308,43974489,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Husan Longstreet,7100,QB,LSU,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1586376,44017789,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Teddy Jarrard,7100,QB,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1655572,44024215,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Teddy Jarrard,7100,QB,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1655572,44026115,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Alex Manske,7000,QB,PSU,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7880.png,1582776,43974242,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Ryan Wingo,7000,WR,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1506377,43974978,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Waymond Jordan,7000,RB,USC,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8080.png,1587700,44006491,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Micah Alejado,7000,QB,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1509399,44019117,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Makhi Frazier,7000,RB,MISS,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1522965,44027302,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Chas Nimrod,7000,WR,AUB,BAY @ AUB,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1381284,44024992,09/05/2026 03:30 PM,2026-09-04T16:50:48Z
Kevin Riley,7000,RB,BAMA,ECU @ BAMA,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1520204,44020012,09/05/2026 12:00 PM,2026-09-04T16:50:48Z
Emory Williams,7000,QB,ECU,ECU @ BAMA,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1442243,44020013,09/05/2026 12:00 PM,2026-09-04T16:50:48Z
Brad Jackson,6900,QB,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1512750,43974244,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Dierre Hill Jr.,6900,RB,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1583780,43974492,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cam Fancher,6900,QB,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1325737,44006415,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Tucker Kilcrease,6900,QB,TROY,SHSU @ TROY,Night,https://dkn.gs/sports/images/cfb/teams/50/9295.png,1390496,44017791,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
James Laubstein,6900,QB,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1523667,44019119,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Wayne Knight,6900,RB,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1390471,44019189,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Scotty Fox Jr.,6800,QB,WVU,C-C @ WVU,Night,https://dkn.gs/sports/images/cfb/teams/50/7749.png,1582891,43974246,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jamauri McClure,6800,RB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1520863,43974495,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
John Alan Richter,6800,QB,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1381148,44006417,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Xavier Robinson,6800,RB,OU,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/7811.png,1506261,44006494,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Luke Kromenhoek,6800,QB,USF,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9418.png,1507887,44017793,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Madden Iamaleava,6800,QB,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1582249,44019121,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Ajay Allen,6800,RB,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1379240,44019192,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Joshua Moore,6800,WR,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1583065,44009825,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Gideon Davidson,6800,RB,CLEM,CLEM @ LSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1583421,44025446,09/05/2026 07:30 PM,2026-09-04T16:50:47Z
Joey Mattord,6800,RB,EMU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7997.png,1445891,44009108,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Trey Cooley,6800,RB,UW,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1286699,44027160,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Walker Eget,6700,QB,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1322247,43974248,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Evan Dickens,6700,RB,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1441524,43974498,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Amare Thomas,6700,WR,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1442263,43974981,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Dilin Jones,6700,RB,LSU,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1509245,44017917,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
JC French IV,6600,QB,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1400568,43974250,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Turbo Richard,6600,RB,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1529128,43974501,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
CJ Miller,6600,RB,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1399536,44006497,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Isaiah Sategna III,6600,WR,OU,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/7811.png,1395863,44006674,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Jackson Brousseau,6600,QB,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1456090,44019123,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Scottre Humphrey,6600,RB,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1469085,44019195,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Darrell Gill Jr.,6600,WR,MISS,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1458916,44027303,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Rico Bond,6600,WR,TOL,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1517030,44009684,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
EJ Crowell,6600,RB,BAMA,ECU @ BAMA,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1645531,44020014,09/05/2026 12:00 PM,2026-09-04T16:50:48Z
Ashten Emory,6600,RB,CAL,UCLA @ CAL,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1514357,44025604,09/05/2026 10:30 PM,2026-09-04T16:50:48Z
Dramekco Green,6600,RB,SMU,SMU @ FSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8233.png,1586143,44027602,09/07/2026 07:30 PM,2026-09-04T16:50:49Z
DJ Lagway,6500,QB,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1506093,43974252,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Dawson Pendergrass,6500,RB,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1455638,43974504,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Christopher Vizzina,6500,QB,CLEM,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1441404,44017795,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Colton Joseph,6500,QB,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1452605,44024217,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Colton Joseph,6500,QB,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1452605,44025833,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Gavin Parkhurst,6400,QB,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1589927,43974254,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Raleek Brown,6400,RB,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1401098,43974507,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Nick Marsh,6400,WR,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1508499,43974984,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Khamoni Robinson,6400,QB,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1655584,44006419,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Jamarion Morrow,6400,RB,TA&M,MOST @ TA&M,Night,https://dkn.gs/sports/images/cfb/teams/50/8251.png,1582497,44017920,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Dallas Wilson,6400,WR,UF,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/8114.png,1581920,44018205,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Dezmen Roebuck,6400,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1583965,44024397,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Bjorn Jurgensen,6400,QB,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1583196,44019125,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Sedrick Irvin,6400,RB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1462691,44009826,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Trey'Dez Green,6400,WR,LSU,CLEM @ LSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1506356,44025447,09/05/2026 07:30 PM,2026-09-04T16:50:47Z
Chrishon McCray,6400,WR,MSU,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1395226,44009685,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
Bryson Washington,6400,RB,AUB,BAY @ AUB,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1443285,44024993,09/05/2026 03:30 PM,2026-09-04T16:50:48Z
Carlos Del Rio-Wilson,6300,QB,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1285927,43974256,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Khobie Martin,6300,RB,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1513444,43974510,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Lloyd Avant,6300,RB,OU,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/7811.png,1509379,44006500,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
JJ Kohl,6300,QB,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1441135,44017797,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jordan Lovett,6300,RB,TROY,SHSU @ TROY,Night,https://dkn.gs/sports/images/cfb/teams/50/9295.png,1449600,44017923,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Kirby Vorhees,6300,RB,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1460408,44024274,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Luke Moga,6300,QB,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1512885,44019127,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Cam Barfield,6300,RB,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1404178,44019198,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Zeon Chriss-Gremillion,6200,QB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1380829,43974258,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Zylan Perry,6200,RB,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1389117,43974513,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Charlie Becker,6200,WR,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1513455,43974987,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Cam Edwards,6200,RB,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1405933,44006503,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Cooper Barkate,6200,WR,MIA,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1392247,44006677,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Savion Hiter,6200,RB,MICH,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/7841.png,1649810,44017926,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Lincoln Kienholz,6200,QB,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1449321,44024219,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Nolan James Jr.,6200,RB,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1585598,44024277,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Carter Jones,6200,QB,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1586151,44019129,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Anthony Woods,6200,RB,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1391279,44019204,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Lincoln Kienholz,6200,QB,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1449321,44025801,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Nolan James Jr.,6200,RB,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1585598,44025999,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
TreyShun Hurry,6200,WR,UL,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1391427,44027304,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Harold Mack,6200,WR,EMU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7997.png,1585102,44009109,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Michael Allen,6200,RB,ECU,ECU @ BAMA,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1378366,44020015,09/05/2026 12:00 PM,2026-09-04T16:50:48Z
Tony Freeman,6200,WR,WSU,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1510115,44027161,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Quintrevion Wisner,6200,RB,FSU,SMU @ FSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7627.png,1467246,44027603,09/07/2026 07:30 PM,2026-09-04T16:50:49Z
Mason McKenzie,6100,QB,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1616270,43974260,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Isaiah West,6100,RB,OSU,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7874.png,1583970,43974516,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Keshaun Singleton,6100,WR,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1461788,43974990,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Tait Reynolds,6100,QB,CLEM,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1648405,44017799,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
D.J. Crowther,6100,RB,USF,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9418.png,1392276,44017929,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jayce Brown,6100,WR,LSU,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1441253,44018208,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Vaughn Blue,6100,RB,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1443288,44019201,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Khalil Wilkins,6000,QB,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1521623,43974262,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jeremiah Cobb,6000,RB,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1449307,43974519,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
JV Gibson,6000,WR,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1533387,43974993,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Micah Ford,6000,RB,STAN,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1518036,44006506,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Broc Lowry,6000,QB,WMU,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/8028.png,1441699,44017801,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Ryan Hopkins,6000,QB,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651273,44024221,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Rashid Williams,6000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1441172,44024400,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Pofele Ashlock,6000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1400528,44019342,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Michael Mitchell Jr.,6000,QB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1659553,44009827,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Devin Mignery,6000,QB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1659588,44009828,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Vinny Gonzalez,6000,QB,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1651623,44009829,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Dereon Coleman,6000,QB,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1649212,44009830,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Luke Levitt,6000,QB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1672490,44009831,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Dre Pollard,6000,QB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1659558,44009832,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Joe Borchers,6000,QB,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1470580,44009833,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Charlie Mirer,6000,QB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1395620,44009834,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Dylan Rizk,6000,QB,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1455727,44009835,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Judd Anderson,6000,QB,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1508173,44009836,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Ryan Hopkins,6000,QB,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651273,44026069,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Walker Howard,6000,QB,MISS,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1381162,44027305,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Rees Wise,6000,QB,MISS,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1645716,44027306,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Briggs Cherry,6000,QB,UL,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649163,44027307,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
AJ Maddox,6000,QB,MISS,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1506319,44027308,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
